,Rk,Player,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team,Year
6,7,Richard Mandeville,32.0,7.0,12.0,1.3,2.7,0.471,1.2,2.4,0.487,0.1,0.3,0.364,0.8,1.0,0.844,,,2.1,0.3,0.3,0.2,0.8,2.3,3.5,indiana,1997
7,8,Haris Mujezinovic,32.0,15.0,12.1,1.2,2.6,0.476,1.2,2.5,0.481,0.0,0.0,0.0,1.0,1.6,0.66,,,2.6,0.5,0.3,0.2,1.1,2.3,3.5,indiana,1997
8,9,Luke Jimenez,28.0,2.0,10.0,0.5,1.3,0.405,0.2,0.5,0.333,0.4,0.8,0.455,0.5,0.6,0.833,,,0.6,0.9,0.5,0.0,0.4,0.7,2.0,indiana,1997
9,10,Larry Richardson,22.0,1.0,5.1,0.5,0.9,0.55,0.4,0.8,0.529,0.1,0.1,0.667,0.8,1.3,0.643,,,1.2,0.1,0.1,0.1,0.6,0.7,1.9,indiana,1997
10,11,Robbie Eggers,30.0,2.0,7.8,0.4,1.2,0.351,0.3,0.8,0.4,0.1,0.4,0.25,0.2,0.5,0.438,,,2.0,0.3,0.3,0.1,0.3,0.8,1.2,indiana,1997
11,12,Jean Paul,11.0,0.0,2.2,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.2,0.0,,,0.5,0.0,0.3,0.0,0.4,0.2,0.0,indiana,1997
0,1,Dedric Willoughby,27.0,27.0,35.9,5.9,13.5,0.433,2.1,5.1,0.403,3.8,8.4,0.451,3.4,4.1,0.821,0.4,3.0,3.4,2.0,0.8,0.1,2.1,1.0,18.9,iowa state,1997
1,2,Kenny Pratt,24.0,22.0,29.9,5.4,13.1,0.411,5.3,12.6,0.419,0.1,0.5,0.182,3.9,6.1,0.633,2.9,3.2,6.1,2.0,1.2,0.0,3.3,3.1,14.7,iowa state,1997
2,3,Kelvin Cato,28.0,23.0,28.6,4.6,11.2,0.408,4.6,11.2,0.409,0.0,0.0,0.0,2.2,4.0,0.54,3.0,5.4,8.4,0.5,0.9,4.2,1.7,2.9,11.3,iowa state,1997
3,4,Shawn Bankhead,31.0,30.0,27.4,3.6,7.7,0.467,3.6,7.5,0.474,0.0,0.2,0.167,1.4,2.1,0.667,1.0,2.2,3.2,2.4,0.5,0.1,1.7,1.5,8.7,iowa state,1997
4,5,Jacy Holloway,31.0,31.0,35.5,1.5,3.9,0.38,0.4,1.0,0.406,1.1,2.9,0.371,1.5,1.7,0.852,0.6,3.0,3.6,5.9,1.1,0.1,2.3,1.5,5.5,iowa state,1997
5,6,Stevie Johnson,31.0,1.0,13.1,1.6,3.3,0.48,1.6,3.3,0.485,0.0,0.0,0.0,0.9,1.4,0.674,1.0,0.8,1.7,0.9,0.3,0.3,0.9,0.5,4.1,iowa state,1997
6,7,Klay Edwards,31.0,9.0,16.9,1.6,3.1,0.51,1.6,3.1,0.51,0.0,0.0,,0.5,1.2,0.444,1.5,3.1,4.5,0.5,0.5,0.3,0.6,1.5,3.7,iowa state,1997
7,8,Tony Rampton,30.0,8.0,9.2,1.1,1.9,0.561,1.1,1.9,0.561,0.0,0.0,,1.1,2.0,0.557,1.0,1.3,2.3,0.3,0.2,0.4,0.7,1.8,3.3,iowa state,1997
8,9,Paul Shirley,19.0,0.0,9.5,0.6,1.3,0.48,0.6,1.3,0.48,0.0,0.0,,1.1,1.6,0.667,0.5,1.0,1.5,0.5,0.7,0.2,0.7,1.1,2.3,iowa state,1997
9,10,DeAndre Harris,25.0,0.0,8.0,0.7,2.0,0.333,0.6,1.6,0.359,0.1,0.5,0.25,0.4,0.6,0.688,0.0,0.6,0.6,1.2,0.4,0.0,0.9,0.9,1.9,iowa state,1997
10,11,Brad Johnson,21.0,3.0,9.1,0.6,1.4,0.4,0.3,0.6,0.462,0.3,0.8,0.353,0.2,0.4,0.556,0.1,1.0,1.1,0.7,0.3,0.0,0.8,0.4,1.7,iowa state,1997
11,12,Ha-Keem Abdel-Khaliq,4.0,1.0,2.3,0.3,1.3,0.2,0.0,0.3,0.0,0.3,1.0,0.25,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,0.8,iowa state,1997
12,13,Matt Knoll,6.0,0.0,3.8,0.2,0.8,0.2,0.0,0.0,,0.2,0.8,0.2,0.2,0.3,0.5,0.2,0.0,0.2,0.2,0.0,0.0,0.3,0.0,0.7,iowa state,1997
13,14,Russ Schoenauer,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,iowa state,1997
14,15,Jason Teeter,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,iowa state,1997
0,1,Andre Woolridge,32.0,32.0,34.2,6.8,14.8,0.458,4.9,10.1,0.489,1.8,4.7,0.389,4.8,6.5,0.749,0.5,2.2,2.7,6.1,1.4,0.3,3.9,1.8,20.2,iowa,1997
1,2,Ryan Bowen,29.0,26.0,28.5,4.1,7.5,0.553,3.8,6.4,0.595,0.3,1.1,0.313,3.2,4.7,0.689,3.8,5.3,9.1,1.2,1.9,1.0,1.8,2.3,11.8,iowa,1997
2,3,Jess Settles,3.0,2.0,18.0,3.3,6.7,0.5,3.0,5.3,0.563,0.3,1.3,0.25,4.3,4.7,0.929,1.3,2.0,3.3,2.0,1.0,0.3,3.0,1.3,11.3,iowa,1997
3,4,Guy Rucker,32.0,31.0,25.1,4.6,8.8,0.518,4.6,8.8,0.52,0.0,0.0,0.0,1.5,2.2,0.662,1.7,4.0,5.7,0.4,0.3,1.2,1.7,1.5,10.6,iowa,1997
4,5,Kent McCausland,29.0,25.0,26.9,2.9,6.1,0.478,0.5,1.5,0.341,2.4,4.6,0.522,0.3,0.4,0.833,0.9,2.1,3.1,1.6,0.7,0.0,1.3,1.4,8.6,iowa,1997
5,6,J.R. Koch,32.0,24.0,23.2,2.9,6.4,0.456,2.4,4.5,0.524,0.6,1.9,0.295,1.6,2.2,0.718,1.5,2.8,4.3,1.1,0.3,0.8,2.0,2.6,8.0,iowa,1997
6,7,Darryl Moore,32.0,13.0,21.8,1.7,3.7,0.466,1.7,3.4,0.491,0.0,0.3,0.125,1.8,2.5,0.7,2.1,2.5,4.6,1.5,1.1,0.2,1.9,1.9,5.2,iowa,1997
7,8,Ryan Luehrsmann,29.0,1.0,11.2,1.1,2.9,0.365,0.4,1.3,0.324,0.7,1.7,0.396,0.7,1.1,0.656,0.3,1.4,1.7,0.9,0.6,0.1,0.8,0.7,3.5,iowa,1997
8,9,Jason Bauer,31.0,6.0,13.3,0.7,1.3,0.59,0.5,0.8,0.68,0.2,0.5,0.429,0.8,1.4,0.605,0.6,0.9,1.6,1.4,1.2,0.0,1.2,1.3,2.5,iowa,1997
9,10,Vernon Simmons,23.0,0.0,9.0,0.6,1.3,0.483,0.6,1.1,0.538,0.0,0.1,0.0,0.7,1.1,0.68,0.5,0.8,1.3,0.3,0.1,0.3,0.6,1.0,2.0,iowa,1997
10,11,Kerry Koberg,4.0,,1.8,0.5,0.5,1.0,0.3,0.3,1.0,0.3,0.3,1.0,0.5,1.0,0.5,,,0.8,0.3,0.0,0.0,,0.3,1.8,iowa,1997
11,12,Alvin Robinson,27.0,0.0,9.7,0.4,1.2,0.333,0.3,0.9,0.333,0.1,0.3,0.333,0.6,0.9,0.68,0.7,1.5,2.1,0.3,0.1,0.5,0.4,1.1,0.9,iowa,1997
12,13,Brian Haberer,6.0,,1.8,0.3,1.2,0.286,0.3,0.3,1.0,0.0,0.8,0.0,0.0,0.0,,,,0.0,0.2,0.2,0.0,,0.0,0.7,iowa,1997
13,14,Greg Helmers,9.0,0.0,8.2,0.1,0.4,0.25,0.1,0.4,0.25,0.0,0.0,,0.4,0.7,0.667,,,1.6,0.0,0.1,0.1,0.3,0.4,0.7,iowa,1997
14,15,Scott Rabenold,9.0,0.0,1.6,0.1,0.2,0.5,0.1,0.1,1.0,0.0,0.1,0.0,0.3,0.4,0.75,,,0.3,0.2,0.0,0.0,,0.3,0.6,iowa,1997
15,16,B.J. Terrones,2.0,,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.5,1.0,0.5,,,0.0,0.0,0.0,0.0,,0.0,0.5,iowa,1997
16,17,Brandon Welsch,10.0,0.0,5.4,0.1,1.0,0.1,0.1,0.7,0.143,0.0,0.3,0.0,0.2,0.4,0.5,,,0.6,0.4,0.2,0.0,0.4,0.8,0.4,iowa,1997
17,18,Mike Rebholz,7.0,0.0,4.0,0.1,0.9,0.167,0.1,0.9,0.167,0.0,0.0,,0.0,0.0,,,,1.3,0.0,0.0,0.0,,0.3,0.3,iowa,1997
0,1,Trent Pulliam,29.0,27.0,31.0,5.5,13.1,0.42,4.2,8.8,0.484,1.3,4.4,0.291,1.8,2.8,0.642,,,7.9,2.1,2.0,0.6,3.4,3.0,14.1,jackson state,1997
1,2,Doug Williams,30.0,29.0,27.3,3.8,7.6,0.502,3.3,6.3,0.527,0.5,1.4,0.39,2.1,3.3,0.653,,,5.1,1.7,1.9,0.5,2.6,2.1,10.3,jackson state,1997
2,3,Robert Fairley,30.0,27.0,18.6,3.4,6.1,0.557,3.4,6.1,0.557,0.0,0.0,,2.2,4.0,0.555,,,4.9,0.2,0.3,1.1,1.8,2.8,9.0,jackson state,1997
3,4,Antwan McAfee,15.0,2.0,15.1,2.9,9.0,0.326,1.6,5.0,0.32,1.3,4.0,0.333,1.0,1.5,0.652,,,1.3,0.6,0.4,0.0,0.9,1.5,8.2,jackson state,1997
4,5,DeCarto Draper,25.0,11.0,22.1,2.5,6.5,0.38,1.2,2.9,0.417,1.3,3.6,0.352,1.0,1.2,0.806,,,2.0,2.2,1.0,0.2,1.5,1.6,7.2,jackson state,1997
5,6,Michael Hall,29.0,18.0,17.5,2.3,5.6,0.417,2.1,5.0,0.431,0.2,0.7,0.316,1.9,2.9,0.675,,,1.4,1.9,0.7,0.1,2.2,2.3,6.8,jackson state,1997
6,7,Marino Walker,25.0,20.0,23.8,1.7,4.4,0.385,1.3,3.1,0.41,0.4,1.2,0.323,2.2,3.1,0.701,,,2.2,2.8,0.9,0.1,3.0,2.1,5.9,jackson state,1997
7,8,Keith Montgomery,27.0,1.0,10.4,1.6,2.5,0.627,1.6,2.5,0.627,0.0,0.0,,1.1,1.9,0.58,,,2.0,0.1,0.1,0.4,0.9,2.7,4.2,jackson state,1997
8,9,Tyrone Moton,28.0,2.0,13.5,1.3,3.4,0.389,1.3,3.1,0.398,0.1,0.3,0.286,1.5,2.1,0.695,,,2.1,1.0,0.4,0.1,0.9,1.8,4.2,jackson state,1997
9,10,Chuck Nwagwu,9.0,3.0,15.3,1.0,2.4,0.409,1.0,2.1,0.474,0.0,0.3,0.0,1.0,2.1,0.474,,,2.0,0.9,1.0,0.0,0.6,1.6,3.0,jackson state,1997
10,11,Jermaine Harden,28.0,3.0,10.9,1.1,2.6,0.411,1.1,2.6,0.411,0.0,0.0,,0.4,1.1,0.344,,,3.2,0.5,0.3,0.1,1.2,1.9,2.5,jackson state,1997
11,12,Joseph McKenny,22.0,0.0,5.5,0.8,2.8,0.279,0.5,1.3,0.357,0.3,1.5,0.212,0.5,0.7,0.625,,,1.0,0.1,0.1,0.0,0.5,1.1,2.3,jackson state,1997
12,13,Fidel Woods,29.0,0.0,8.3,0.8,1.8,0.462,0.8,1.8,0.462,0.0,0.0,,0.5,0.9,0.577,,,1.9,0.2,0.1,0.3,0.5,0.8,2.2,jackson state,1997
13,14,Terry Bradley,21.0,0.0,8.7,0.7,1.8,0.378,0.5,1.0,0.5,0.1,0.7,0.2,0.1,0.6,0.167,,,0.9,0.5,0.3,0.0,0.7,0.6,1.6,jackson state,1997
14,15,Sorrell Valentine,18.0,0.0,5.8,0.4,1.0,0.444,0.4,0.9,0.5,0.0,0.1,0.0,0.1,0.3,0.4,,,0.2,0.7,0.1,0.0,0.6,0.3,1.0,jackson state,1997
15,16,Vance White,2.0,0.0,4.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,jackson state,1997
16,17,Joe Shanks,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.5,1.0,0.5,,,0.0,0.0,0.0,0.0,,0.0,0.5,jackson state,1997
17,18,Sean Washington,11.0,0.0,8.0,0.2,0.5,0.333,0.2,0.5,0.4,0.0,0.1,0.0,0.0,0.4,0.0,,,0.6,1.5,0.6,0.0,1.2,1.3,0.4,jackson state,1997
0,1,Raef LaFrentz,36.0,36.0,28.9,7.3,12.4,0.584,7.2,12.3,0.59,0.0,0.2,0.167,4.0,5.2,0.761,,,9.3,0.7,0.9,1.3,1.8,2.7,18.5,kansas,1997
1,2,Paul Pierce,36.0,35.0,28.1,6.0,12.3,0.488,5.1,10.3,0.492,0.9,2.0,0.465,3.4,4.8,0.717,,,6.8,2.1,1.7,0.8,3.0,2.7,16.3,kansas,1997
2,3,Jerod Haase,36.0,36.0,25.9,3.9,7.9,0.495,3.0,5.3,0.557,0.9,2.6,0.366,3.3,4.6,0.705,,,3.7,3.1,1.9,0.1,2.5,2.1,12.0,kansas,1997
3,4,Scot Pollard,28.0,26.0,25.1,3.4,6.4,0.528,3.3,6.3,0.525,0.0,0.0,1.0,3.5,5.0,0.707,,,8.3,0.7,1.3,2.6,1.5,2.4,10.3,kansas,1997
4,5,Jacque Vaughn,26.0,25.0,31.5,3.0,7.1,0.427,2.3,5.0,0.466,0.7,2.1,0.333,3.4,4.3,0.779,,,2.4,6.2,1.8,0.2,2.5,2.3,10.2,kansas,1997
5,6,Billy Thomas,36.0,0.0,15.9,2.7,6.7,0.401,0.7,1.8,0.375,2.0,4.9,0.41,0.3,0.4,0.733,,,1.8,0.8,0.8,0.1,1.0,0.8,7.7,kansas,1997
6,7,Ryan Robertson,36.0,11.0,18.2,1.4,3.3,0.417,0.7,1.7,0.419,0.7,1.6,0.414,1.0,1.3,0.804,,,1.5,2.8,0.4,0.2,1.3,1.8,4.5,kansas,1997
7,8,T.J. Pugh,36.0,0.0,11.4,1.3,2.5,0.539,1.3,2.3,0.573,0.0,0.2,0.143,0.9,1.7,0.517,,,2.1,0.2,0.2,0.2,0.8,1.6,3.6,kansas,1997
8,9,B.J. Williams,36.0,11.0,17.8,1.1,2.6,0.424,1.1,2.5,0.429,0.0,0.0,0.0,0.6,1.4,0.451,,,3.9,0.6,1.0,1.0,0.8,1.9,2.8,kansas,1997
9,10,Nick Bradford,34.0,0.0,7.4,1.0,2.4,0.402,0.9,1.8,0.5,0.1,0.6,0.136,0.3,0.7,0.36,,,1.3,0.7,0.3,0.3,1.1,1.1,2.3,kansas,1997
10,11,Terry Nooner,21.0,0.0,1.8,0.4,1.0,0.4,0.2,0.4,0.5,0.2,0.6,0.333,0.0,0.1,0.5,,,0.4,0.1,0.2,0.0,0.3,0.1,1.0,kansas,1997
11,12,Joel Branstrom,22.0,0.0,2.0,0.3,0.5,0.583,0.3,0.5,0.583,0.0,0.0,,0.3,0.6,0.429,,,0.3,0.1,0.1,0.1,0.2,0.3,0.9,kansas,1997
12,13,Steve Ransom,21.0,0.0,1.9,0.3,0.8,0.375,0.3,0.7,0.4,0.0,0.0,0.0,0.2,0.2,1.0,,,0.4,0.0,0.0,0.0,0.1,0.3,0.8,kansas,1997
13,14,C.B. McGrath,25.0,0.0,4.3,0.2,0.5,0.462,0.2,0.4,0.545,0.0,0.1,0.0,0.2,0.4,0.5,,,0.9,0.8,0.2,0.0,0.3,0.3,0.7,kansas,1997
0,1,Ron Mercer,40.0,40.0,32.5,7.4,15.1,0.493,6.2,11.6,0.537,1.2,3.5,0.348,2.1,2.6,0.781,,,5.3,2.4,1.7,0.3,1.7,2.4,18.1,kentucky,1997
1,2,Derek Anderson,19.0,16.0,25.3,5.8,11.9,0.491,3.8,6.9,0.553,2.0,4.9,0.404,4.1,5.0,0.811,,,4.1,3.5,1.9,0.1,1.7,2.1,17.7,kentucky,1997
2,3,Scott Padgett,32.0,25.0,23.7,3.1,7.6,0.41,1.7,3.3,0.5,1.5,4.3,0.341,1.9,2.5,0.763,,,5.1,1.8,1.5,0.5,1.8,2.8,9.6,kentucky,1997
3,4,Anthony Epps,40.0,37.0,27.2,2.7,6.8,0.393,0.9,2.3,0.402,1.7,4.5,0.388,1.9,2.3,0.833,,,3.2,4.8,1.7,0.1,1.6,1.0,8.9,kentucky,1997
4,5,Allen Edwards,38.0,18.0,23.9,3.2,7.4,0.424,2.3,4.6,0.506,0.8,2.9,0.294,1.5,2.2,0.667,,,5.9,2.9,1.2,0.2,1.9,2.0,8.6,kentucky,1997
5,6,Nazr Mohammed,39.0,12.0,15.8,3.4,6.6,0.51,3.4,6.6,0.514,0.0,0.1,0.0,1.2,2.3,0.506,,,5.8,0.3,0.8,1.3,1.5,2.6,7.9,kentucky,1997
6,7,Jared Prickett,38.0,19.0,24.6,3.1,5.6,0.55,2.9,5.2,0.558,0.1,0.3,0.417,1.7,2.7,0.624,,,5.9,2.1,1.7,0.5,2.0,2.9,7.9,kentucky,1997
7,8,Wayne Turner,40.0,10.0,22.7,2.8,6.0,0.467,2.7,5.6,0.48,0.1,0.4,0.267,0.9,1.7,0.529,,,2.7,3.0,2.0,0.2,1.8,2.1,6.6,kentucky,1997
8,9,Cameron Mills,31.0,0.0,10.5,2.0,3.8,0.538,0.7,1.2,0.553,1.4,2.5,0.532,0.5,0.6,0.75,,,1.2,0.7,0.4,0.1,0.5,1.4,5.9,kentucky,1997
9,10,Jamaal Magloire,40.0,21.0,15.7,1.9,3.8,0.49,1.9,3.8,0.49,0.0,0.0,,1.1,2.1,0.549,,,4.4,0.4,0.6,2.0,1.6,3.0,4.9,kentucky,1997
10,11,Steve Masiello,23.0,0.0,3.4,0.3,1.1,0.24,0.2,0.7,0.313,0.0,0.4,0.111,0.3,0.4,0.7,,,0.4,0.2,0.0,0.0,0.3,0.1,0.9,kentucky,1997
