,Rk,Player,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,Team,Year
0,1,Donny Calton,6.0,0.0,14.0,17.1,28.6,0.6,14.3,25.7,0.556,2.9,2.9,1.0,5.7,5.7,1.0,17.1,0.0,2.9,2.9,2.9,8.6,42.9,auburn,2000
1,2,Abe Smith,11.0,1.0,31.0,6.5,23.2,0.278,2.6,11.6,0.222,3.9,11.6,0.333,3.9,5.2,0.75,15.5,2.6,3.9,1.3,3.9,7.7,20.6,auburn,2000
2,3,Chris Porter,26.0,26.0,755.0,7.5,16.1,0.464,7.3,15.2,0.477,0.2,0.9,0.235,5.0,7.4,0.676,10.1,1.6,2.8,0.5,2.9,3.7,20.1,auburn,2000
3,4,Charlton Barker,,0.0,14.0,,,,,,,,,,,,,8.6,20.0,2.9,0.0,2.9,0.0,20.0,auburn,2000
4,5,Jay Heard,25.0,6.0,220.0,6.2,16.9,0.366,2.5,6.7,0.378,3.6,10.2,0.357,0.5,1.6,0.333,5.1,1.8,2.2,0.7,3.1,5.5,16.5,auburn,2000
5,6,Mack McGadney,34.0,11.0,637.0,6.2,15.1,0.408,5.0,11.0,0.457,1.1,4.1,0.277,1.9,3.1,0.62,10.3,0.9,1.5,0.3,2.9,5.2,15.4,auburn,2000
6,7,Doc Robinson,34.0,34.0,1056.0,5.3,13.1,0.403,3.4,7.7,0.438,1.9,5.4,0.352,2.4,3.1,0.778,3.9,6.6,1.5,0.2,2.5,1.8,14.8,auburn,2000
7,8,Marquis Daniels,17.0,0.0,216.0,5.9,13.3,0.444,5.4,10.6,0.509,0.6,2.8,0.2,1.9,3.7,0.5,8.3,1.5,0.9,0.4,4.4,3.1,14.3,auburn,2000
8,9,Scott Pohlman,34.0,28.0,955.0,4.9,13.7,0.359,2.8,7.2,0.398,2.1,6.5,0.316,2.2,2.8,0.765,3.4,2.2,0.9,0.2,1.9,2.6,14.0,auburn,2000
9,10,Mamadou N'Diaye,34.0,33.0,903.0,4.4,8.3,0.535,4.4,8.3,0.535,0.0,0.0,,4.6,6.9,0.665,11.8,0.8,1.2,2.9,3.2,4.7,13.4,auburn,2000
10,11,Daymeon Fishback,34.0,29.0,1013.0,4.2,10.8,0.392,1.9,4.3,0.44,2.3,6.5,0.36,2.1,3.0,0.675,5.6,1.6,0.7,0.2,1.5,3.1,12.8,auburn,2000
11,12,David Hamilton,16.0,0.0,267.0,5.1,11.2,0.453,5.1,11.2,0.453,0.0,0.0,,0.7,3.4,0.217,9.0,0.3,1.3,0.6,2.4,5.1,10.9,auburn,2000
12,13,Reggie Sharp,33.0,1.0,454.0,3.3,10.2,0.319,1.8,5.4,0.328,1.5,4.8,0.309,1.2,2.4,0.519,4.1,2.6,1.7,0.4,2.3,2.0,9.3,auburn,2000
13,14,Jamison Brewer,26.0,1.0,312.0,2.8,6.9,0.407,2.4,5.0,0.487,0.4,1.9,0.2,1.7,3.2,0.52,5.5,6.3,1.9,0.1,4.2,3.2,7.7,auburn,2000
14,15,Jimbo Tolbert,,0.0,0.0,,,,,,,,,,,,,,,,,,,,auburn,2000
0,1,Rob Robbins,21.0,21.0,45.0,6.2,10.7,0.583,3.6,4.4,0.8,2.7,6.2,0.429,7.1,9.8,0.727,5.3,0.9,1.8,0.0,0.0,0.0,22.2,ball state,2000
1,2,Cedric Moodie,31.0,31.0,602.0,7.0,16.0,0.44,4.0,8.0,0.5,3.1,8.0,0.38,3.8,5.0,0.76,5.4,3.9,2.1,0.1,4.3,4.7,20.9,ball state,2000
2,3,Duane Clemens,30.0,30.0,1111.0,7.4,17.4,0.427,6.2,13.6,0.454,1.3,3.8,0.33,4.1,6.5,0.635,3.3,3.1,2.7,0.4,1.9,2.2,20.2,ball state,2000
3,4,Patrick Jackson,31.0,31.0,580.0,5.0,10.3,0.48,2.1,5.0,0.431,2.8,5.4,0.526,3.4,4.7,0.735,3.2,4.1,1.6,0.1,3.7,3.2,16.2,ball state,2000
4,5,Theron Smith,31.0,31.0,994.0,5.4,11.6,0.464,4.2,8.6,0.486,1.2,3.0,0.4,3.2,4.5,0.712,9.5,1.9,0.8,0.4,2.3,3.2,15.2,ball state,2000
5,6,Shane Franks,27.0,27.0,141.0,4.8,16.2,0.298,0.6,2.3,0.25,4.3,13.9,0.306,1.1,2.0,0.571,2.3,1.7,0.6,0.3,1.7,2.0,15.0,ball state,2000
6,7,Mark Farris,12.0,12.0,24.0,6.7,11.7,0.571,6.7,11.7,0.571,0.0,0.0,,0.0,0.0,,8.3,0.0,0.0,0.0,1.7,0.0,13.3,ball state,2000
7,8,Lonnie Jones,31.0,31.0,822.0,5.2,9.5,0.541,5.2,9.5,0.541,0.0,0.0,,1.3,3.0,0.426,9.1,0.7,0.7,4.1,1.8,3.9,11.6,ball state,2000
8,9,Josh Murray,31.0,31.0,819.0,4.7,9.3,0.511,4.7,9.3,0.511,0.0,0.0,,2.1,5.1,0.4,10.4,1.6,1.3,0.7,3.5,2.8,11.5,ball state,2000
9,10,Corey Harris,24.0,24.0,136.0,3.8,11.2,0.342,3.8,10.9,0.351,0.0,0.3,0.0,2.1,3.8,0.538,8.5,1.8,0.9,0.0,2.6,5.6,9.7,ball state,2000
10,11,Brian Burns,27.0,27.0,197.0,3.2,7.9,0.41,3.2,7.9,0.41,0.0,0.0,,2.0,3.5,0.588,11.4,2.0,0.4,0.4,2.8,9.5,8.5,ball state,2000
11,12,Mickey Hosier,31.0,31.0,952.0,2.4,5.8,0.406,0.5,1.6,0.297,1.9,4.2,0.446,0.8,1.3,0.594,3.3,4.6,2.4,0.2,1.9,2.6,7.4,ball state,2000
12,13,David Galley,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,40.0,0.0,0.0,ball state,2000
0,1,Darnell Archey,30.0,0.0,341.0,6.8,14.2,0.479,2.1,3.9,0.545,4.7,10.3,0.455,1.8,2.2,0.789,3.5,1.2,0.6,0.0,1.5,0.9,20.1,butler,2000
1,2,LaVall Jordan,31.0,29.0,862.0,6.1,13.3,0.456,3.7,7.2,0.513,2.4,6.1,0.389,2.3,2.9,0.806,6.4,2.6,1.8,0.4,2.5,2.6,16.8,butler,2000
2,3,Andrew Graves,31.0,5.0,685.0,4.3,10.0,0.427,2.2,4.3,0.507,2.1,5.7,0.367,4.0,4.4,0.908,4.8,4.4,1.7,0.1,1.9,2.9,14.7,butler,2000
3,4,Scott Robisch,24.0,15.0,546.0,5.3,10.2,0.525,5.3,9.8,0.545,0.0,0.4,0.0,3.4,4.2,0.793,6.4,0.7,1.2,1.2,1.8,4.4,14.1,butler,2000
4,5,Rylan Hainje,31.0,28.0,913.0,4.9,10.0,0.489,4.6,9.5,0.488,0.3,0.5,0.5,2.7,4.7,0.565,6.3,2.8,1.9,0.4,2.9,3.2,12.7,butler,2000
5,6,Mike Moore,25.0,0.0,77.0,4.7,9.4,0.5,4.7,8.8,0.529,0.0,0.5,0.0,3.1,3.6,0.857,7.3,1.0,1.6,0.5,0.0,7.8,12.5,butler,2000
6,7,Jason Myers,22.0,0.0,51.0,3.1,7.8,0.4,0.0,2.4,0.0,3.1,5.5,0.571,3.1,3.1,1.0,0.0,0.0,0.0,0.0,2.4,3.1,12.5,butler,2000
7,8,Mike Marshall,31.0,31.0,873.0,4.9,8.6,0.567,4.9,8.5,0.57,0.0,0.0,0.0,2.6,6.0,0.424,9.8,1.0,1.6,0.2,2.2,4.8,12.3,butler,2000
8,9,Joel Cornette,31.0,10.0,650.0,4.2,8.9,0.479,4.2,8.9,0.479,0.0,0.0,,3.5,6.6,0.528,6.9,1.0,1.5,2.2,2.0,4.8,12.0,butler,2000
9,10,Thomas Jackson,31.0,31.0,992.0,4.2,10.0,0.414,3.6,8.0,0.452,0.5,2.0,0.26,2.5,3.2,0.797,5.3,6.6,1.6,0.2,3.3,1.8,11.4,butler,2000
10,11,Lewis Curry,24.0,0.0,90.0,3.6,8.0,0.444,2.7,4.9,0.545,0.9,3.1,0.286,1.8,1.8,1.0,4.4,2.2,0.4,0.9,2.7,4.4,9.8,butler,2000
11,12,Michael Hicks,6.0,6.0,170.0,1.6,6.1,0.269,1.4,4.7,0.3,0.2,1.4,0.167,4.0,5.4,0.739,3.5,1.4,0.5,0.9,2.8,2.6,7.5,butler,2000
0,1,John Tice,28.0,28.0,744.0,7.5,18.0,0.415,5.9,13.2,0.447,1.6,4.8,0.326,6.1,7.8,0.786,7.6,3.3,2.1,0.7,4.5,4.7,22.6,central connecticut state,2000
1,2,Rick Mickens,26.0,26.0,965.0,7.0,15.3,0.457,4.2,8.1,0.515,2.8,7.1,0.39,2.4,3.7,0.663,5.4,3.1,3.9,0.8,2.5,2.4,19.2,central connecticut state,2000
2,3,Corsley Edwards,31.0,31.0,813.0,7.5,15.0,0.502,7.5,15.0,0.503,0.0,0.0,0.0,3.6,6.3,0.566,11.4,1.0,0.7,3.1,2.9,4.2,18.6,central connecticut state,2000
3,4,Dean Walker,31.0,31.0,772.0,6.3,14.0,0.446,5.1,10.6,0.485,1.1,3.5,0.328,3.4,4.1,0.825,8.8,3.2,1.7,0.8,3.1,3.3,17.1,central connecticut state,2000
4,5,Bryan Finley,30.0,30.0,385.0,4.1,12.6,0.322,2.0,6.1,0.322,2.1,6.4,0.323,4.8,6.1,0.78,5.0,4.1,0.5,0.0,4.6,2.3,15.0,central connecticut state,2000
5,6,Victor Payne,26.0,26.0,825.0,4.5,8.1,0.554,4.5,8.1,0.557,0.0,0.0,0.0,2.2,3.3,0.667,9.8,3.9,2.0,0.9,3.0,3.6,11.2,central connecticut state,2000
6,7,Juan Ramos,12.0,12.0,38.0,3.2,10.5,0.3,1.1,8.4,0.125,2.1,2.1,1.0,1.1,3.2,0.333,8.4,0.0,0.0,0.0,0.0,1.1,9.5,central connecticut state,2000
7,8,Tomas Brookins,31.0,31.0,855.0,2.9,6.4,0.449,2.5,5.6,0.445,0.4,0.8,0.471,1.6,2.2,0.739,3.1,3.9,0.9,0.1,2.8,2.3,7.7,central connecticut state,2000
8,9,Damian Battles,18.0,18.0,100.0,3.6,11.2,0.321,3.6,9.2,0.391,0.0,2.0,0.0,0.4,0.8,0.5,4.8,0.8,2.4,0.4,2.4,2.0,7.6,central connecticut state,2000
9,10,Jeremy Bergh,29.0,29.0,271.0,3.1,6.5,0.477,3.1,6.5,0.477,0.0,0.0,,0.9,1.5,0.6,9.6,0.6,0.9,1.6,1.6,5.8,7.1,central connecticut state,2000
10,11,Harvey Van Stein,27.0,27.0,418.0,2.3,5.1,0.453,2.3,5.1,0.453,0.0,0.0,,2.1,2.8,0.759,7.9,2.0,1.5,1.1,2.0,5.6,6.7,central connecticut state,2000
11,12,Kofi Mensah,18.0,18.0,64.0,0.6,3.8,0.167,0.6,3.8,0.167,0.0,0.0,,1.3,2.5,0.5,1.3,1.9,2.5,0.6,6.3,5.6,2.5,central connecticut state,2000
0,1,Kenyon Martin,31.0,31.0,909.0,9.7,17.1,0.568,9.6,16.8,0.573,0.1,0.3,0.286,6.2,9.1,0.684,13.2,1.8,1.9,4.7,2.5,3.1,25.7,cincinnati,2000
1,2,David Dissinger,8.0,0.0,15.0,8.0,26.7,0.3,5.3,10.7,0.5,2.7,16.0,0.167,0.0,0.0,,16.0,2.7,0.0,0.0,2.7,0.0,18.7,cincinnati,2000
2,3,DerMarr Johnson,32.0,32.0,879.0,6.4,13.3,0.478,4.0,7.0,0.575,2.4,6.4,0.371,3.2,4.3,0.737,5.6,2.0,1.4,1.4,2.1,2.9,18.3,cincinnati,2000
3,4,Pete Mickeal,32.0,31.0,1002.0,5.7,11.3,0.504,4.9,8.9,0.545,0.8,2.4,0.35,5.0,6.9,0.723,8.1,2.3,1.8,0.6,2.8,3.5,17.2,cincinnati,2000
4,5,Steve Logan,33.0,22.0,885.0,4.6,10.9,0.417,2.3,5.5,0.418,2.3,5.4,0.417,3.3,3.9,0.849,2.7,5.3,1.1,0.0,1.9,1.9,14.7,cincinnati,2000
5,6,Ryan Fletcher,32.0,4.0,648.0,5.0,10.6,0.474,4.1,8.0,0.508,0.9,2.5,0.366,3.1,4.0,0.769,8.5,1.5,0.9,0.2,3.5,3.8,14.0,cincinnati,2000
6,7,B.J. Grove,16.0,0.0,93.0,5.2,14.6,0.353,5.2,14.6,0.353,0.0,0.0,,3.0,9.0,0.333,12.0,0.4,0.4,0.9,0.9,3.9,13.3,cincinnati,2000
7,8,Kenny Satterfield,33.0,14.0,939.0,4.4,10.3,0.43,3.7,7.9,0.47,0.7,2.4,0.298,3.4,4.4,0.767,4.8,7.6,1.6,0.2,4.7,3.2,12.9,cincinnati,2000
8,9,Leonard Stokes,30.0,0.0,217.0,4.1,10.3,0.393,2.8,5.3,0.517,1.3,5.0,0.259,2.6,3.1,0.824,3.3,2.4,1.5,0.7,1.8,3.1,12.0,cincinnati,2000
9,10,Jermaine Tate,32.0,30.0,765.0,3.1,6.2,0.508,3.1,6.2,0.508,0.0,0.0,,1.5,3.4,0.431,7.6,1.4,1.3,1.8,2.5,4.5,7.7,cincinnati,2000
10,11,Chris Taflinger,13.0,0.0,27.0,3.0,10.4,0.286,3.0,8.9,0.333,0.0,1.5,0.0,0.0,0.0,,11.9,3.0,1.5,0.0,5.9,8.9,5.9,cincinnati,2000
11,12,Donald Little,26.0,1.0,225.0,1.6,4.4,0.36,1.6,4.4,0.36,0.0,0.0,,2.1,4.1,0.522,8.9,0.7,0.9,3.6,1.8,7.6,5.3,cincinnati,2000
0,1,Khalid El-Amin,35.0,35.0,1118.0,7.0,17.0,0.411,4.7,10.7,0.443,2.3,6.3,0.356,3.8,4.3,0.892,3.9,6.5,2.1,0.1,3.3,2.6,20.0,connecticut,2000
1,2,Justin Brown,11.0,0.0,28.0,7.1,12.9,0.556,7.1,12.9,0.556,0.0,0.0,,4.3,7.1,0.6,11.4,0.0,0.0,2.9,4.3,12.9,18.6,connecticut,2000
2,3,Albert Mouring,35.0,35.0,1155.0,5.7,13.4,0.429,2.8,7.2,0.386,3.0,6.2,0.478,2.4,2.9,0.843,4.3,2.7,1.2,0.5,1.8,1.6,16.9,connecticut,2000
3,4,Jake Voskuhl,34.0,34.0,778.0,5.6,9.8,0.571,5.6,9.8,0.571,0.0,0.0,,3.7,5.3,0.683,11.3,2.0,0.9,2.4,3.2,4.8,14.9,connecticut,2000
4,5,Tony Robertson,34.0,0.0,635.0,4.9,10.9,0.445,3.8,8.0,0.472,1.1,2.9,0.37,3.7,5.0,0.747,4.6,3.1,1.5,0.4,4.3,5.3,14.5,connecticut,2000
5,6,Doug Wrenn,24.0,2.0,165.0,5.6,9.9,0.561,5.1,9.2,0.553,0.5,0.7,0.667,1.7,4.1,0.412,5.6,1.7,1.9,0.7,3.9,5.8,13.3,connecticut,2000
6,7,Edmund Saunders,33.0,21.0,755.0,5.3,10.0,0.529,5.3,10.0,0.532,0.0,0.1,0.0,2.6,4.1,0.649,8.6,2.2,1.9,0.7,2.8,3.9,13.2,connecticut,2000
7,8,Kevin Freeman,35.0,35.0,1177.0,4.7,9.8,0.483,4.5,8.8,0.504,0.3,1.0,0.286,3.3,4.9,0.676,6.8,1.9,0.9,0.3,2.1,1.8,13.1,connecticut,2000
8,9,Souleymane Wane,34.0,1.0,460.0,5.1,10.9,0.472,5.1,10.9,0.472,0.0,0.0,,2.4,3.3,0.737,14.1,1.0,0.7,2.8,2.4,4.9,12.7,connecticut,2000
9,10,Ajou Deng,35.0,12.0,511.0,5.6,11.6,0.48,5.1,9.8,0.52,0.5,1.8,0.261,0.8,1.6,0.476,9.7,2.1,0.6,3.7,2.0,3.1,12.4,connecticut,2000
10,11,Marcus Cox,30.0,0.0,166.0,2.7,9.2,0.289,2.4,6.0,0.4,0.2,3.1,0.077,2.9,4.3,0.667,6.3,8.0,1.7,0.7,4.6,8.4,8.4,connecticut,2000
11,12,Beau Archibald,9.0,0.0,33.0,1.2,3.6,0.333,0.0,0.0,,1.2,3.6,0.333,0.0,0.0,,1.2,3.6,2.4,0.0,1.2,10.9,3.6,connecticut,2000
12,13,Richard Moore,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,connecticut,2000
13,14,Stanley Ocitti,3.0,0.0,3.0,0.0,13.3,0.0,0.0,13.3,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,connecticut,2000
14,15,Brett Watson,7.0,0.0,12.0,0.0,6.7,0.0,0.0,0.0,,0.0,6.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.3,0.0,0.0,connecticut,2000
15,16,Mike Woodward,2.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,,0.0,20.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,connecticut,2000
0,1,Kyle Korver,33.0,1.0,601.0,6.5,13.6,0.475,2.3,3.9,0.576,4.2,9.7,0.434,2.3,2.5,0.895,6.7,2.1,1.4,0.3,2.9,3.8,19.4,creighton,2000
1,2,Terrell Taylor,33.0,0.0,558.0,6.4,12.6,0.506,3.9,7.1,0.556,2.4,5.5,0.442,2.4,2.9,0.805,6.2,2.6,3.0,0.6,3.2,3.3,17.6,creighton,2000
2,3,Donnie Johnson,22.0,21.0,347.0,6.8,13.9,0.488,6.8,13.9,0.488,0.0,0.0,,3.8,6.6,0.579,6.1,1.5,2.2,1.4,4.6,6.9,17.4,creighton,2000
3,4,Nerijus Karlikanovas,27.0,21.0,590.0,6.6,14.2,0.462,4.7,9.7,0.483,1.9,4.5,0.418,2.4,2.8,0.833,5.7,2.7,0.9,0.2,4.7,3.9,17.4,creighton,2000
4,5,Ben Walker,33.0,33.0,934.0,5.9,12.8,0.46,4.4,9.6,0.457,1.5,3.3,0.468,3.6,5.1,0.708,8.9,4.0,1.5,0.0,3.2,2.9,17.0,creighton,2000
5,6,Livan Pyfrom,32.0,8.0,280.0,5.7,11.3,0.506,5.7,11.3,0.506,0.0,0.0,,4.0,8.1,0.491,9.3,0.4,0.4,3.4,2.7,4.4,15.4,creighton,2000
6,7,Ryan Sears,33.0,33.0,1156.0,3.9,9.1,0.424,1.6,2.4,0.643,2.3,6.7,0.345,3.6,4.5,0.798,4.3,6.1,2.8,0.0,,2.2,13.6,creighton,2000
7,8,Justin Haynes,33.0,0.0,492.0,4.5,7.4,0.604,3.1,4.8,0.644,1.4,2.6,0.531,2.6,3.8,0.681,5.3,2.1,1.1,0.7,2.6,4.1,12.9,creighton,2000
8,9,Alan Huss,33.0,15.0,470.0,4.6,9.4,0.491,4.6,8.8,0.524,0.0,0.6,0.0,2.3,3.7,0.614,6.5,2.6,1.1,0.8,2.6,6.6,11.5,creighton,2000
9,10,Brett Angner,7.0,0.0,19.0,2.1,4.2,0.5,2.1,2.1,1.0,0.0,2.1,0.0,6.3,8.4,0.75,8.4,4.2,6.3,2.1,6.3,8.4,10.5,creighton,2000
10,11,Matt West,33.0,33.0,911.0,2.9,6.1,0.479,1.1,2.2,0.52,1.8,4.0,0.456,2.5,2.9,0.851,4.4,1.3,0.7,0.1,1.3,2.2,10.2,creighton,2000
11,12,Dan Kolder,32.0,0.0,172.0,1.2,3.0,0.385,0.5,2.1,0.222,0.7,0.9,0.75,2.1,4.4,0.474,3.0,5.6,0.9,0.2,4.2,5.3,5.1,creighton,2000
12,13,John Klein,26.0,0.0,145.0,1.4,1.9,0.714,1.4,1.9,0.714,0.0,0.0,,1.1,1.7,0.667,4.4,1.4,0.0,0.6,1.1,3.9,3.9,creighton,2000
0,1,Joe Ashburn,9.0,0.0,24.0,6.7,23.3,0.286,1.7,6.7,0.25,5.0,16.7,0.3,3.3,3.3,1.0,5.0,5.0,1.7,0.0,8.3,6.7,21.7,dayton,2000
1,2,Cain Doliboa,7.0,7.0,141.0,6.2,15.6,0.4,2.0,4.3,0.467,4.3,11.3,0.375,2.6,2.6,1.0,5.4,1.1,1.7,0.3,1.7,4.8,19.3,dayton,2000
2,3,Tony Stanley,31.0,31.0,981.0,6.5,15.7,0.415,3.6,7.9,0.461,2.9,7.9,0.368,2.7,3.7,0.733,7.0,2.5,2.1,0.4,2.2,2.1,18.6,dayton,2000
3,4,Mark Ashman,31.0,31.0,918.0,6.8,14.6,0.464,6.7,14.4,0.467,0.0,0.2,0.25,4.1,5.8,0.714,8.7,0.7,0.9,0.6,2.3,3.6,17.7,dayton,2000
4,5,Yuanta Holland,31.0,5.0,716.0,5.9,11.7,0.507,5.9,11.6,0.505,0.1,0.1,1.0,3.0,5.1,0.593,9.0,2.7,0.9,1.1,2.8,3.9,14.9,dayton,2000
5,6,Brooks Hall,31.0,23.0,878.0,4.6,10.8,0.43,1.6,3.1,0.522,3.1,7.7,0.394,2.3,2.8,0.836,8.2,2.4,1.4,0.4,1.9,3.2,14.7,dayton,2000
6,7,David Morris,31.0,0.0,800.0,4.0,9.9,0.406,2.1,4.5,0.456,2.0,5.4,0.364,3.9,5.1,0.772,4.8,5.5,2.0,0.1,3.6,3.3,13.9,dayton,2000
7,8,Edwin Young,31.0,31.0,824.0,3.1,7.1,0.438,2.1,3.9,0.531,1.0,3.2,0.323,3.3,4.7,0.719,3.4,5.0,1.4,0.1,3.1,2.9,10.6,dayton,2000
8,9,Nate Green,31.0,24.0,462.0,3.0,8.5,0.357,3.0,8.5,0.357,0.0,0.0,,4.4,6.7,0.662,8.6,2.2,1.0,0.4,4.4,6.1,10.5,dayton,2000
9,10,Matt Cooper,31.0,1.0,213.0,2.6,6.2,0.424,2.6,6.2,0.424,0.0,0.0,,1.1,2.1,0.545,5.8,0.6,0.4,1.3,1.9,5.6,6.4,dayton,2000
10,11,Stephen Bamigbola,9.0,0.0,68.0,0.6,4.1,0.143,0.6,4.1,0.143,0.0,0.0,,4.7,6.5,0.727,11.2,0.0,1.2,0.0,4.1,6.5,5.9,dayton,2000
11,12,Ted Fitz,30.0,2.0,198.0,1.8,3.6,0.5,1.8,3.6,0.5,0.0,0.0,,0.6,1.6,0.375,5.7,2.0,0.8,0.0,2.0,5.9,4.2,dayton,2000
12,13,Gamal Gilchrist,2.0,0.0,2.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,,0.0,0.0,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,dayton,2000
0,1,Randy Ramsey,8.0,0.0,14.0,8.6,17.1,0.5,0.0,5.7,0.0,8.6,11.4,0.75,0.0,0.0,,5.7,2.9,0.0,0.0,8.6,2.9,25.7,depaul,2000
1,2,Quentin Richardson,33.0,33.0,1150.0,7.0,16.3,0.432,4.5,9.7,0.464,2.5,6.6,0.384,2.9,4.1,0.706,11.3,2.5,1.2,0.3,2.7,2.6,19.5,depaul,2000
2,3,Brian Cashin,8.0,0.0,29.0,5.5,9.7,0.571,2.8,6.9,0.4,2.8,2.8,1.0,4.1,6.9,0.6,4.1,8.3,4.1,0.0,4.1,4.1,17.9,depaul,2000
3,4,Bobby Simmons,33.0,33.0,1009.0,5.6,12.2,0.461,4.5,8.7,0.516,1.1,3.5,0.326,4.8,6.3,0.759,10.4,2.1,1.9,0.4,3.4,3.8,17.2,depaul,2000
4,5,Paul McPherson,32.0,23.0,878.0,6.8,12.8,0.53,6.6,12.1,0.543,0.2,0.7,0.313,2.6,4.1,0.629,6.8,2.7,2.3,0.8,3.2,3.5,16.4,depaul,2000
5,6,Steven Hunter,33.0,26.0,744.0,6.1,10.6,0.579,6.1,10.5,0.585,0.0,0.1,0.0,2.8,4.0,0.707,6.9,0.5,0.3,3.0,3.1,3.8,15.1,depaul,2000
6,7,Joe Tulley,22.0,0.0,182.0,4.6,13.8,0.333,2.9,7.0,0.406,1.8,6.8,0.258,2.0,3.3,0.6,4.0,3.1,0.9,0.0,2.0,3.3,13.0,depaul,2000
7,8,Lance Williams,23.0,7.0,447.0,5.3,11.5,0.457,5.3,11.5,0.457,0.0,0.0,,1.7,3.1,0.543,6.9,0.1,0.2,0.7,2.8,3.3,12.3,depaul,2000
8,9,Kerry Hartfield,33.0,11.0,641.0,4.2,11.5,0.368,1.5,3.4,0.436,2.7,8.1,0.338,0.7,1.7,0.429,2.1,3.5,1.1,0.1,2.4,3.3,12.0,depaul,2000
9,10,David Bruno,7.0,0.0,11.0,3.6,7.3,0.5,3.6,3.6,1.0,0.0,3.6,0.0,3.6,7.3,0.5,7.3,7.3,0.0,0.0,10.9,7.3,10.9,depaul,2000
10,11,George Baker,32.0,2.0,306.0,3.4,6.7,0.51,2.7,4.8,0.568,0.7,1.8,0.357,2.1,3.3,0.64,4.4,7.2,1.8,0.4,5.5,3.0,9.5,depaul,2000
11,12,Rashon Burno,32.0,30.0,936.0,2.9,8.1,0.363,1.9,5.0,0.376,1.1,3.1,0.342,2.2,3.4,0.646,4.4,6.3,3.4,0.1,3.8,3.6,9.1,depaul,2000
12,13,Lamar Butler,2.0,0.0,5.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,,8.0,16.0,0.5,0.0,0.0,0.0,0.0,8.0,16.0,8.0,depaul,2000
13,14,Ayinde Avery,30.0,0.0,317.0,2.4,5.9,0.404,2.3,5.0,0.45,0.1,0.9,0.143,1.6,2.9,0.565,8.7,2.3,1.0,2.1,3.2,7.1,6.6,depaul,2000
14,15,Sneed Deaderick,5.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,20.0,0.0,0.0,0.0,0.0,10.0,0.0,depaul,2000
0,1,Carlos Boozer,34.0,30.0,807.0,8.1,13.2,0.614,8.1,13.2,0.614,0.0,0.0,,5.7,7.7,0.742,10.6,1.8,1.8,1.1,2.7,4.5,22.0,duke,2000
1,2,Shane Battier,34.0,34.0,1206.0,6.3,12.7,0.496,3.7,6.8,0.541,2.6,5.9,0.444,4.4,5.4,0.817,6.4,2.4,2.3,2.3,1.5,2.4,19.7,duke,2000
2,3,Chris Carrawell,34.0,34.0,1212.0,6.8,13.9,0.486,5.8,11.4,0.51,1.0,2.5,0.377,4.5,5.8,0.778,6.8,3.6,1.1,1.2,2.3,1.9,19.0,duke,2000
3,4,Jay Williams,34.0,34.0,1157.0,6.2,14.8,0.419,3.7,7.6,0.48,2.5,7.1,0.354,2.1,3.1,0.685,4.9,7.6,2.8,0.2,4.8,3.0,17.0,duke,2000
4,5,Nick Horvath,32.0,1.0,269.0,5.4,11.3,0.474,2.7,3.9,0.692,2.7,7.4,0.36,2.1,2.7,0.778,8.6,1.5,1.9,0.9,1.9,5.9,15.5,duke,2000
5,6,Nate James,34.0,33.0,970.0,5.6,12.0,0.469,3.7,6.9,0.536,1.9,5.0,0.377,2.3,3.2,0.714,6.3,2.6,1.9,0.3,2.6,2.9,15.4,duke,2000
6,7,Mike Dunleavy,30.0,2.0,724.0,5.4,11.7,0.46,3.5,6.3,0.553,1.9,5.4,0.351,2.5,3.4,0.738,7.1,2.8,1.8,0.8,3.4,2.9,15.1,duke,2000
7,8,Ryan Caldbeck,8.0,0.0,15.0,2.7,13.3,0.2,0.0,5.3,0.0,2.7,8.0,0.333,5.3,10.7,0.5,5.3,0.0,2.7,0.0,0.0,0.0,13.3,duke,2000
8,9,Casey Sanders,25.0,0.0,144.0,3.3,6.7,0.5,3.3,6.7,0.5,0.0,0.0,,6.1,9.4,0.647,8.1,0.3,1.1,4.7,2.5,5.6,12.8,duke,2000
9,10,Andre Buckner,20.0,0.0,68.0,1.8,3.5,0.5,0.0,1.2,0.0,1.8,2.4,0.75,5.9,10.0,0.588,5.3,4.7,2.9,0.0,1.2,3.5,11.2,duke,2000
